城市,天气,最低气温,最高气温,日期
莫里巴亚,一场大雷雨,,22,2017/6/3
科特林顿,可能有阵雨,,26,2017/6/3
曼萨孔科,多云,,24,2017/6/3
布利韦尔,多云转阴,,18,2017/6/3
萨拉穆萨亚,云量增加,,21,2017/6/3
达博亚,一场大雷雨,,21,2017/6/3
梅里达,阴,19,,2017/6/3
达博拉,云量增加,,22,2017/6/3
杜布雷卡,一场大雷雨,,25,2017/6/3
圣克里斯多堡省,多云转阴,,20,2017/6/3
蒙图科,云量增加,,21,2017/6/3
达哈翁,可能有阵雨,,23,2017/6/3
巴塞圣苏,多云转阴到多云间晴,,25,2017/6/3
贾巴卡尼亚,云量增加,,22,2017/6/3
圣瓦内塔,可能有阵雨,,23,2017/6/3
桑巴亚,局部地区有雷雨,,24,2017/6/3
库拉通戈,局部地区有雷雨,,25,2017/6/3
尼扬福朗多,云量增加,,22,2017/6/3
马奥,可能有阵雨,,22,2017/6/3
萨于勒,云量增加,,23,2017/6/3
萨德勒斯,可能有阵雨,,26,2017/6/3
博伊西,多云,17,,2017/6/3
芒孔唐,多云,,25,2017/6/3
布苏拉,多云,,24,2017/6/3
康法朗代,多云,,25,2017/6/3
波特兰,阴,11,17,2017/6/4
帕果帕果,多云转阴,,26,2017/6/3
圣佩德罗苏拉,一场阵雨或雷雨,,25,2017/6/3
嘉义,小雨,27,31,2017/6/4
斯温斯岛,多云转阴到多云间晴,,27,2017/6/3
托库岛,雨和雷雨,,25,2017/6/4
尼库马罗罗岛,局部地区有雷雨,,25,2017/6/4
弗赖本托斯,云量增加,,11,2017/6/3
卡内洛内斯,多云转阴到多云间晴,,8,2017/6/3
特立尼达,云量增加,,9,2017/6/3
米纳斯,逐渐晴朗,,8,2017/6/3
三十三人城,多云转阴,,9,2017/6/3
圣何塞德马约,多云转阴到多云间晴,,8,2017/6/3
安大略,一场阵雨或雷雨,,14,2017/6/3
马尔多纳多,多云转阴到多云间晴,,11,2017/6/3
派桑杜,多云转阴到多云间晴,,9,2017/6/3
科洛尼亚德尔萨克拉门托,零星有雨和毛毛雨,,11,2017/6/3
雷日纳,多云转阴到多云间晴,,24,2017/6/3
圣洛朗－迪马罗尼,一场阵雨或雷雨,,24,2017/6/3
埃斯特角,可能有阵雨,,12,2017/6/3
开云,阵雨,,24,2017/6/3
内巴,可能有阵雨,,22,2017/6/3
埃尔塞沃,多云转阴,,22,2017/6/3
托莱多,一场阵雨或雷雨,,19,2017/6/3
旧路城,可能有阵雨,,26,2017/6/3
科门达多尔,可能有阵雨,,20,2017/6/3
圣乔治,可能有阵雨,,27,2017/6/3
圣菲利普区,一至两场短时阵雨,,26,2017/6/3
乔治敦,可能有阵雨,,25,2017/6/3
圣玛丽区,一至两场短时阵雨,,24,2017/6/3
沙托布莱尔,可能有阵雨,,25,2017/6/3
阿托马约,多云转阴,,23,2017/6/3
卡努安岛,可能有阵雨,,28,2017/6/3
蒙特普拉塔,多云转阴,,21,2017/6/3
科图伊,多云转阴,,22,2017/6/3
圣胡安德拉马瓜纳,可能有阵雨,,20,2017/6/3
萨尔塞多,可能有阵雨,,21,2017/6/3
格伦维尔,可能有阵雨,,27,2017/6/3
博瑙,多云转阴,,20,2017/6/3
巴拉奥纳,可能有阵雨,,23,2017/6/3
莫卡,可能有阵雨,,23,2017/6/3
昌巴斯,一场阵雨或雷雨,,23,2017/6/3
圣斐利-银港,可能有阵雨,,24,2017/6/3
佩德纳莱斯省,多云转阴,,22,2017/6/3
纳瓜,可能有阵雨,,23,2017/6/3
圣克拉拉,一场阵雨或雷雨,,23,2017/6/3
巴拉瓜,多云转阴到多云间晴,,23,2017/6/3
新赫罗纳,一场阵雨或雷雨,,25,2017/6/3
拉萨卢,一场阵雨或雷雨,,23,2017/6/3
洛斯安赫莱斯,一场阵雨或雷雨,,23,2017/6/3
莫龙,多云转阴到多云间晴,,23,2017/6/3
包塔,一场阵雨或雷雨,,23,2017/6/3
谢戈德阿维拉省,多云转阴到多云间晴,,23,2017/6/3
凯米托,一场阵雨或雷雨,,23,2017/6/3
瓜尼马尔,一场阵雨或雷雨,,23,2017/6/3
巴马科,小雨转多云,27,36,2017/6/4
西罗雷东多,多云转阴到多云间晴,,23,2017/6/3
古伊拉德梅雷纳,一场阵雨或雷雨,,23,2017/6/3
马列尔,一场阵雨或雷雨,,23,2017/6/3
新贝雷达,一场阵雨或雷雨,,23,2017/6/3
圭内斯,多云转阴,,22,2017/6/3
基维坎,一场阵雨或雷雨,,24,2017/6/3
阿尔基萨,一场阵雨或雷雨,,23,2017/6/3
罗马纳,可能有阵雨,,24,2017/6/3
瓜纳哈伊,一场阵雨或雷雨,,23,2017/6/3
蓬塔阿莱格雷,多云转阴到多云间晴,,23,2017/6/3
哈鲁科,一场阵雨或雷雨,,24,2017/6/3
马德鲁加,多云转阴,,24,2017/6/3
北圣克鲁斯,一场阵雨或雷雨,,24,2017/6/3
巴塔瓦诺湾畔苏希德罗,一场阵雨或雷雨,,24,2017/6/3
圣尼科拉斯德巴里,一场阵雨或雷雨,,24,2017/6/3
圣地牙哥,可能有阵雨,,23,2017/6/3
圣塔芭芭拉-山美纳,多云转阴,,24,2017/6/3
圣弗朗西斯科德马科里斯,可能有阵雨,,21,2017/6/3
塔帕斯特,一场阵雨或雷雨,,24,2017/6/3
马洛埃拉普环礁,可能有阵雨,,27,2017/6/4
圣佩德罗-德马科里斯,多云转阴,,23,2017/6/3
拉维加,可能有阵雨,,23,2017/6/3
伊圭,云量不断变化,,22,2017/6/3
阿苏阿,多云转阴,,21,2017/6/3
马里戈特,一至两场短时阵雨,,27,2017/6/3
马哈瓜,一场阵雨或雷雨,,23,2017/6/3
麦基恩岛,局部地区有雷雨,,25,2017/6/4
胡志明市,大雨,26,33,2017/6/3
纽约,小雨,14,22,2017/6/4
纳莫里克环礁,几场雷雨,,27,2017/6/4
全州,多云转阴,12,26,2017/6/4
格拉纳达,多云转阴到多云间晴,,24,2017/6/3
拉塞瓦,一场阵雨或雷雨,,24,2017/6/3
拉巴斯,一场阵雨或雷雨,,21,2017/6/3
纳考梅,一场阵雨或雷雨,,24,2017/6/3
埃斯特利,多云转阴到多云间晴,,19,2017/6/3
马纳瓜,一场阵雨或雷雨,,24,2017/6/3
德古斯加巴,一场阵雨或雷雨,,18,2017/6/3
伦皮拉港,可能有阵雨,,25,2017/6/3
雅典,多云,19,26,2017/6/4
马塔加尔帕,多云转阴到多云间晴,,20,2017/6/3
拉埃斯佩兰萨,多云转阴到多云间晴,,15,2017/6/3
博阿科,多云转阴到多云间晴,,24,2017/6/3
莱昂,多云转阴到多云间晴,,25,2017/6/3
希诺特佩,一场阵雨或雷雨,,22,2017/6/3
卡贝萨斯港,可能有阵雨,,27,2017/6/3
圣罗莎,一场阵雨或雷雨,,19,2017/6/3
罗阿坦,可能有阵雨,,27,2017/6/3
索莫托,一场阵雨或雷雨,,20,2017/6/3
科马亚瓜,多云转阴到多云间晴,,21,2017/6/3
新奥科特佩克,一场阵雨或雷雨,,20,2017/6/3
格拉西亚斯,一场阵雨或雷雨,,19,2017/6/3
圣巴巴拉,一场阵雨或雷雨,,21,2017/6/3
特鲁希略,一场阵雨或雷雨,,25,2017/6/3
尤斯卡兰,一场阵雨或雷雨,,18,2017/6/3
马萨亚,多云转阴到多云间晴,,24,2017/6/3
古斯贝,阴转多云,2,11,2017/6/4
格林维尔,小雨转阴,11,19,2017/6/4
胡蒂卡尔帕,多云转阴到多云间晴,,21,2017/6/3
额尔登特,多云转阴,,6,2017/6/4
木伦,更冷,,2,2017/6/4
波士顿,中雨,15,21,2017/6/4
鹿儿岛,多云,16,26,2017/6/4
长滩,多云,16,25,2017/6/3
韦恩堡,晴,18,28,2017/6/3
奥斯汀,大雨,21,33,2017/6/3
达拉斯,雷阵雨,22,29,2017/6/3
累西腓,小雨,24,30,2017/6/3
佩雷拉,雷阵雨,15,27,2017/6/3
温都尔汗,云量增加,,13,2017/6/4
扬迪纳,有几场阵雨，主要在晚间,,26,2017/6/4
奥尔金,雷阵雨,23,34,2017/6/3
马坦萨斯,雷阵雨,23,33,2017/6/3
乔治城,多云,24,,2017/6/3
巴厘岛,小雨,24,31,2017/6/3
马拉开波,雷阵雨,25,34,2017/6/3
明尼阿波利斯,雷阵雨,20,30,2017/6/3
宿务,雷阵雨,25,34,2017/6/3
麦德林,雷阵雨,16,30,2017/6/3
盖勒钡瓦齐,多云,29,38,2017/6/3
日内瓦,大雨转小雨,12,20,2017/6/4
毕尔巴鄂,小雨,13,19,2017/6/3
图森,晴,23,38,2017/6/3
南安普敦,多云,8,19,2017/6/3
贝加莫,雷阵雨,18,30,2017/6/3
辛菲罗波尔,晴,12,24,2017/6/3
内瓦,多云,23,34,2017/6/3
弗雷斯诺,晴,17,36,2017/6/3
威廉斯湖,多云,6,20,2017/6/3
莫比尔,雷阵雨,22,26,2017/6/3
雷焦卡拉布里亚,晴,20,29,2017/6/3
潘普洛纳,多云,11,18,2017/6/3
诺克斯维尔,晴,15,29,2017/6/3
纳奈莫,小雨,9,19,2017/6/3
温尼伯,多云,17,33,2017/6/3
扎金索斯,晴,18,27,2017/6/3
特古西加尔巴,雷阵雨,18,29,2017/6/3
锡纳马里,小雨,26,30,2017/6/3
金斯敦,小雨,16,19,2017/6/3
珀蒂堡,小雨,26,31,2017/6/3
彼得尔角城,小雨,26,31,2017/6/3
佩塔提克瓦,晴,19,30,2017/6/3
库亚巴,晴,22,33,2017/6/3
比亚利克村,晴,20,28,2017/6/3
德拉雅,晴,15,33,2017/6/3
巴库,多云,17,18,2017/6/4
格罗德诺,阴,14,24,2017/6/4
圣何塞,中雨转小雨,28,30,2017/6/4
北京,晴转多云,19,31,2017/6/4
的黎波里,晴,20,28,2017/6/4
沙赫布兹,晴间多云,,12,2017/6/4
沃杰环礁,可能有阵雨,,27,2017/6/4
宗莫德,云量增加,,5,2017/6/4
孟菲斯,小雨,22,,2017/6/3
亳州,小雨,18,25,2017/6/4
比萨,多云,16,,2017/6/3
奥戈,可能有阵雨,,24,2017/6/4
通瓦岛,零星降雨和雷雨,,24,2017/6/4
阿赫苏,晴间多云,,14,2017/6/4
塔希冈,多云转阴到多云间晴,,17,2017/6/4
萨凯泰,阵雨,,24,2017/6/4
卡普斯卡辛,阴,11,,2017/6/3
马里帕苏拉,多云,23,,2017/6/3
奥亚波基,多云,24,,2017/6/3
罗索,小雨,26,,2017/6/3
波尔图,多云,13,,2017/6/3
萨尔瓦多,多云,24,,2017/6/3
乌斯怀亚,多云,1,,2017/6/3
纳什维尔,小雨,21,,2017/6/3
曼海姆,中雨,16,,2017/6/3
卡胡卢伊,多云,25,,2017/6/3
莱比锡,中雨,16,,2017/6/3
卡布雷拉,阴,25,,2017/6/3
特雷因塔伊特雷斯,阴,10,,2017/6/3
剑桥湾,阴,0,,2017/6/3
凯诺拉,小雨,14,,2017/6/3
匹兹堡,多云,15,,2017/6/3
斯普林菲尔德,小雨,20,,2017/6/3
阿雷格里港,阴,15,,2017/6/3
库里蒂巴,多云,10,,2017/6/3
圣约翰,阴,4,,2017/6/3
沃瓦,小雨,9,,2017/6/3
提亚雷特,多云,15,,2017/6/3
约克顿,晴,11,,2017/6/3
克兰布鲁克,阴,12,,2017/6/3
艾伯特王子城,多云,12,,2017/6/3
皮克尔,小雨,10,,2017/6/3
阿拉卡茹,多云,24,,2017/6/3
马拉博,小雨,24,,2017/6/3
乌贝兰迪亚,多云,20,,2017/6/3
因萨拉赫,晴,26,,2017/6/3
博博迪乌拉索,阴,25,,2017/6/3
默特尔比奇,多云,21,,2017/6/3
泽西,多云,12,,2017/6/3
扎里亚,小雨,26,,2017/6/3
马拉迪,阴,29,,2017/6/3
津德尔,阴,29,,2017/6/3
托泽尔,多云,23,,2017/6/3
埃德蒙顿,小雨,9,,2017/6/3
哈利法克斯,阴,7,,2017/6/3
查尔斯顿,晴,15,,2017/6/3
艾格瓦特,多云,22,,2017/6/3
温哥华,多云,7,,2017/6/3
克莱德,多云,7,,2017/6/3
帕苏丰杜,小雨,12,,2017/6/3
沙佩科,小雨,14,,2017/6/3
肖勒姆,多云,9,,2017/6/3
布里斯托尔,多云,16,,2017/6/3
特莱姆森,多云,18,,2017/6/3
卡特赖特,阴,1,,2017/6/3
金沙萨,多云,23,,2017/6/3
圣诞岛,多云,30,,2017/6/4
比绍,多云,25,,2017/6/3
托卢,多云,12,,2017/6/3
比隆德,阴,12,,2017/6/3
康科德,阴,17,,2017/6/3
库利亚坎,多云,20,,2017/6/3
丘吉尔,阴,1,,2017/6/3
瓜达拉哈拉,晴,18,,2017/6/3
林肯,阴,19,,2017/6/3
伊瓜苏,小雨,17,,2017/6/3
拉罗汤加,多云,26,,2017/6/3
阿加德兹,阴,28,,2017/6/3
拉巴斯,晴,19,,2017/6/3
阿马帕拉,多云,27,,2017/6/3
乔卢特卡,小雨,26,,2017/6/3
瓜纳哈,阴,28,,2017/6/3
胡利亚卡,多云,1,,2017/6/3
代托纳比奇,阴,23,,2017/6/3
佩什科比,小雨,14,,2017/6/3
波多诺伏,中雨,25,,2017/6/3
都拉斯,多云,15,,2017/6/3
罗丹岛,阴,28,,2017/6/3
约罗,多云,23,,2017/6/3
利夫诺,晴,15,,2017/6/3
特罗姆瑟,阴,3,,2017/6/3
普罗维登斯,多云,12,,2017/6/3
埃尔果累阿,晴,26,,2017/6/3
乔治查尔斯机场,阴,27,,2017/6/3
黑瓦诺拉国际机场,小雨,27,,2017/6/3
夫罗勒,多云,15,,2017/6/3
格拉达卡奇,晴,15,,2017/6/3
马略卡岛帕尔马,多云,21,,2017/6/3
拿骚,阴,28,,2017/6/3
福特法,阴,26,,2017/6/3
昆卡,阴,11,,2017/6/3
俄克拉何马城,阴,19,,2017/6/3
图兹拉,晴,14,,2017/6/3
布戈伊诺,晴,12,,2017/6/3
比哈奇,晴,15,,2017/6/3
菲尼克斯,多云,25,,2017/6/3
于默奥,多云,3,,2017/6/3
吉诺卡斯特,多云,16,,2017/6/3
科尔察,多云,13,,2017/6/3
伊策,晴,13,,2017/6/3
斯威夫特卡伦特,多云,15,,2017/6/3
林茨,阴,15,,2017/6/3
斯德哥尔摩,小雨,10,,2017/6/3
马德里,阴,13,,2017/6/3
华沙,多云,10,,2017/6/3
格但斯克,阴,11,,2017/6/3
香农,多云,7,,2017/6/3
印第安纳波利斯,阴,18,,2017/6/3
斯波坎,阴,13,,2017/6/3
加夫萨,晴,21,,2017/6/3
威尼斯,多云,20,,2017/6/3
罗马,多云,15,,2017/6/3
米兰,小雨,17,,2017/6/3
慕尼黑,阴,17,,2017/6/3
法兰克福,大雨,14,,2017/6/3
布里奇敦,阴,27,,2017/6/3
杜塞尔多夫,小雨,14,,2017/6/3
卡尔维,多云,16,,2017/6/3
巴黎,小雨,9,,2017/6/3
巴吞鲁日,阴,22,,2017/6/3
柏林,阴,16,,2017/6/3
尼斯,多云,19,,2017/6/3
里昂,中雨,16,,2017/6/3
哥本哈根,小雨,13,,2017/6/3
卡诺,阴,28,,2017/6/3
斯塔巴克岛,阵雨,,27,2017/6/4
辛辛那提,多云,16,,2017/6/3
麦迪逊,阴,20,,2017/6/3
莫林,多云,21,,2017/6/3
哈里斯堡,多云,11,,2017/6/3
皮乌拉,阴,20,,2017/6/3
莫尔岛,小雨,29,,2017/6/4
巴尔,多云,18,,2017/6/3
丘普里亚,多云,15,,2017/6/3
科拉欣,多云,13,,2017/6/3
莱斯科瓦茨,多云,14,,2017/6/3
佩克,多云,12,,2017/6/3
凯雷万,多云,22,,2017/6/3
纳帕里,多云转阴到多云间晴,,27,2017/6/4
圣多明各,阴,26,,2017/6/3
巴拉宏那,阴,25,,2017/6/3
普林西比,多云,25,,2017/6/3
贝士,多云,28,,2017/6/3
罗利,多云,18,,2017/6/3
季米特洛夫格勒,小雨,13,,2017/6/3
克拉列沃,多云,15,,2017/6/3
尼克希奇,多云,13,,2017/6/3
尼什,多云,15,,2017/6/3
波德戈里察,多云,18,,2017/6/3
波德戈里察格拉德,多云,18,,2017/6/3
拉皮德城,晴,16,,2017/6/3
巴塞罗那,小雨,18,,2017/6/3
贝尔格莱德,多云,18,,2017/6/3
克鲁舍瓦茨,多云,14,,2017/6/3
洛兹尼察,多云,16,,2017/6/3
普里什蒂纳,多云,14,,2017/6/3
普里兹伦,多云,14,,2017/6/3
谢尼察,多云,9,,2017/6/3
松博尔,晴,17,,2017/6/3
斯雷姆斯卡米特罗维察,晴,16,,2017/6/3
圣约翰,小雨,25,,2017/6/3
布拉达港,阴,26,,2017/6/3
萨普,多云,24,,2017/6/3
里约热内卢,晴,19,,2017/6/3
里瓦斯,阴,25,,2017/6/3
波索勒特加,阴,26,,2017/6/3
纳加罗特,阴,27,,2017/6/3
马沙德贝,小雨,24,,2017/6/3
希诺特加,阴,21,,2017/6/3
加罗林岛,可能有阵雨,,26,2017/6/4
维多利亚,多云,20,,2017/6/3
布卢菲尔兹,阴,28,,2017/6/3
波兰,多云转阴到多云间晴,,27,2017/6/4
阿尔特米萨,阴,25,,2017/6/3
翁达港,阴,25,,2017/6/3
莫尔登岛,阵雨,,27,2017/6/4
巴拉科阿,阴,26,,2017/6/3
巴塔瓦诺,阴,26,,2017/6/3
巴乌达,阴,25,,2017/6/3
克鲁斯角,阴,26,,2017/6/3
卡波圣安东尼奥,阴,31,,2017/6/3
凯巴连,阴,25,,2017/6/3
卡马圭,阴,24,,2017/6/3
卡米洛西恩富戈斯,阴,25,,2017/6/3
卡萨布兰卡市,阴,25,,2017/6/3
科科岛,阴,27,,2017/6/3
西恩富戈斯,阴,25,,2017/6/3
科隆,阴,24,,2017/6/3
纳尔逊堡,多云,7,,2017/6/3
科洛尼亚,多云,6,,2017/6/3
孔特拉马埃斯特雷,阴,24,,2017/6/3
波多黎各,阴,24,,2017/6/3
梅利利亚,多云,10,,2017/6/3
阿蒂加斯,阴,11,,2017/6/3
卡拉斯科,小雨,11,,2017/6/3
雅布,阴,24,,2017/6/3
埃斯梅拉达,阴,25,,2017/6/3
佛罗里达,阴,24,,2017/6/3
大佩德拉,多云,24,,2017/6/3
关塔那摩,多云,26,,2017/6/3
古奥罗,多云,24,,2017/6/3
吉内斯,阴,24,,2017/6/3
哈圭格兰,阴,24,,2017/6/3
霍维利亚诺斯,阴,24,,2017/6/3
胡卡罗,阴,25,,2017/6/3
拉帕玛,阴,25,,2017/6/3
拉斯图纳斯,阴,23,,2017/6/3
曼萨尼约,阴,24,,2017/6/3
哥伦布,多云,18,,2017/6/3
帕洛瑟可,阴,24,,2017/6/3
皮可圣胡安,阴,23,,2017/6/3
比那尔德里奥省,阴,25,,2017/6/3
吉隆滩,阴,26,,2017/6/3
帕德雷港,多云,25,,2017/6/3
潘达鲁克蕾西亚,多云,26,,2017/6/3
大萨瓜,阴,25,,2017/6/3
科林托,阴,27,,2017/6/3
奇南德加,阴,27,,2017/6/3
普拉多,多云,11,,2017/6/3
伊莎贝尔卢比奥,阴,26,,2017/6/3
圣斯皮里图斯,阴,24,,2017/6/3
圣胡安马丁内斯,阴,25,,2017/6/3
圣卢西亚,阴,25,,2017/6/3
古巴圣地亚哥,多云,25,,2017/6/3
特立尼达拉岛,阴,25,,2017/6/3
尤尼弗西蒂,多云,24,,2017/6/3
维拉斯科,多云,25,,2017/6/3
阿瓜斯卡连特斯,晴,16,,2017/6/3
惠加尔帕,阴,24,,2017/6/3
里韦拉,阴,11,,2017/6/3
罗恰,多云,10,,2017/6/3
萨尔托,阴,11,,2017/6/3
委内瑞拉,阴,24,,2017/6/3
圣佩德罗,中雨,25,,2017/6/3
平彻克里克,阴,11,,2017/6/3
卡塔开马斯,阴,24,,2017/6/3
克拉古耶瓦茨,多云,15,,2017/6/3
南圣克鲁斯,阴,26,,2017/6/3
帕里斯,多云转阴到多云间晴,,27,2017/6/4
的里雅斯特,多云,19,,2017/6/3
哈特福德县,多云,11,,2017/6/3
金斯敦,阴,27,,2017/6/3
彭萨科拉,阴,24,,2017/6/3
科希策,多云,15,,2017/6/3
西棕榈滩,阴,24,,2017/6/3
比亚埃尔莫萨,阴,25,,2017/6/3
阿雷基帕,多云,10,,2017/6/3
奥兰,多云,13,,2017/6/3
伯明翰,小雨,22,,2017/6/3
堪萨斯城,阴,18,,2017/6/3
得梅因,阴,20,,2017/6/3
马赛,阴,20,,2017/6/3
叙尔特岛,阴,12,,2017/6/3
切图马尔,小雨,28,,2017/6/3
圣马丽亚,小雨,14,,2017/6/3
铀城,多云,5,,2017/6/3
萨德伯里,阴,10,,2017/6/3
图古尔特,多云,24,,2017/6/3
特内里费,多云,20,,2017/6/3
普列夫利亚,多云,12,,2017/6/3
蒂瓦特,多云,16,,2017/6/3
乌尔齐尼,多云,18,,2017/6/3
兹拉蒂博尔,多云,11,,2017/6/3
兹雷尼亚宁,晴,17,,2017/6/3
圣劳伦,多云,24,,2017/6/3
罗尚波,多云,24,,2017/6/3
圣乔治,多云,24,,2017/6/3
维多利亚城,多云,24,,2017/6/3
西雅图,小雨,8,,2017/6/3
埃雷拉,阴,25,,2017/6/3
佛罗里达,阴,9,,2017/6/3
杜拉斯诺,多云,9,,2017/6/3
桑德贝,多云,8,,2017/6/3
弗尔沙茨,晴,16,,2017/6/3
巴斯特尔,小雨,25,,2017/6/3
谢弗维尔,多云,5,,2017/6/3
塔夸伦博,阴,12,,2017/6/3
特隆赫姆,多云,8,,2017/6/3
纽伦堡,小雨,17,,2017/6/3
瓦勒多,阴,7,,2017/6/3
耶洛奈夫,阴,10,,2017/6/3
布拉格,阴,16,,2017/6/3
扎布利亚克,晴,9,,2017/6/3
伊利,多云,22,,2017/6/3
纳塔什昆,小雨,6,,2017/6/3
苏卢考特,小雨,13,,2017/6/3
安德森,多云,19,,2017/6/3
梅洛,阴,12,,2017/6/3
帕索德洛斯托罗斯,阴,9,,2017/6/3
直布罗陀,阴,18,,2017/6/3
哈迪港,多云,4,,2017/6/3
阿伯丁,多云,9,,2017/6/3
维多利亚,多云,9,,2017/6/3
福特法机场,阴,26,,2017/6/3
洪阿汤加岛,零星降雨和雷雨,,24,2017/6/4
恩德伯里岛,局部地区有雷雨,,26,2017/6/4
马亚,多云转阴到多云间晴,,26,2017/6/3
庞艾,雨和雷雨,,24,2017/6/4
托富阿岛,零星降雨和雷雨,,24,2017/6/4
伯尼岛,局部地区有雷雨,,26,2017/6/4
卢马,多云转阴到多云间晴,,26,2017/6/3
沃莱瓦岛,雨和雷雨,,24,2017/6/4
巴兰基亚,雷阵雨,26,34,2017/6/3
奥努乌岛,多云转阴,,26,2017/6/3
高岛,零星降雨和雷雨,,24,2017/6/4
霍洛佩卡,雨和雷雨,,24,2017/6/4
图阿努库,雨和雷雨,,25,2017/6/4
巴亚莫,雷阵雨,22,35,2017/6/3
奥富岛,多云转阴到多云间晴,,26,2017/6/3
托努梅亚岛,零星降雨和雷雨,,24,2017/6/4
塔乌岛,多云转阴到多云间晴,,26,2017/6/3
卡劳岛,零星降雨转为持续降雨,,22,2017/6/4
洛方阿岛,雨和雷雨,,24,2017/6/4
奥福岛和奥洛塞加岛,多云转阴到多云间晴,,26,2017/6/3
努库纳穆岛,雨和雷雨,,24,2017/6/4
内亚富,雨和雷雨,,25,2017/6/4
洛托福阿,雨和雷雨,,24,2017/6/4
悉尼岛,局部地区有雷雨,,26,2017/6/4
诺尔苏普,多云,,24,2017/6/4
阿鲁巴,多云,28,32,2017/6/3
马瑙斯,小雨,24,32,2017/6/3
拉瓦基岛,局部地区有雷雨,,26,2017/6/4
曼卡夫,晴,,28,2017/6/4
邢台,多云,18,28,2017/6/4
奥霍努阿,零星降雨转为持续降雨,,20,2017/6/4
扬戈尔,可能有阵雨,,26,2017/6/4
哈拉雷,晴,6,24,2017/6/4
贾普坦岛,几场阵雨,,28,2017/6/4
艾卢克环礁,可能有阵雨,,27,2017/6/4
奥尔环礁,局部地区有雷雨,,27,2017/6/4
埃尼威托克环礁,局部地区有雷雨,,27,2017/6/4
帕利基尔,有几场阵雨，主要在晚间,,27,2017/6/4
梅吉特岛,可能有阵雨,,27,2017/6/4
利基普环礁,可能有阵雨,,27,2017/6/4
埃邦环礁,几场雷雨,,27,2017/6/4
沃特环礁,过境阵雨,,27,2017/6/4
纳穆环礁,多云转阴,,27,2017/6/4
里布岛,多云转阴,,27,2017/6/4
拉埃环礁,过境阵雨,,27,2017/6/4
贾博尔,几场雷雨,,27,2017/6/4
马朱罗,局部地区有雷雨,,28,2017/6/4
乌蒂里克环礁,可能有阵雨,,27,2017/6/4
拜里基岛,可能有阵雨,,27,2017/6/4
基利岛,几场雷雨,,27,2017/6/4
索拉,间歇性降雨和雷雨,,25,2017/6/4
伊拜岛,多云转阴,,27,2017/6/4
乌贾环礁,过境阵雨,,27,2017/6/4
艾珠,可能有阵雨,,26,2017/6/4
努库莱莱环礁,几场阵雨,,27,2017/6/4
努库费陶环礁,阵雨，主要在晚间,,28,2017/6/4
努伊环礁,几场雷雨,,28,2017/6/4
纳努曼加岛,几场雷雨,,27,2017/6/4
安尼巴惹,可能有阵雨,,26,2017/6/4
纽陶岛,几场阵雨,,27,2017/6/4
纳沃伊,晴,,19,2017/6/4
纳努梅阿环礁,几场阵雨,,27,2017/6/4
托阿克,一至两场短时阵雨,,23,2017/6/4
尼柏,可能有阵雨,,26,2017/6/4
湄泞,可能有阵雨,,26,2017/6/4
德尼高莫都,可能有阵雨,,26,2017/6/4
部亚达,可能有阵雨,,26,2017/6/4
拉卡托罗,多云,,24,2017/6/4
阿纳巴尔,可能有阵雨,,26,2017/6/4
吴忠,中雨,14,24,2017/6/4
顺德,雷阵雨,28,35,2017/6/4
安鄂滩,可能有阵雨,,26,2017/6/4
湘潭,阵雨,23,30,2017/6/4
白帝,可能有阵雨,,26,2017/6/4
斋福尔,晴,17,,2017/6/4
爱沃,可能有阵雨,,26,2017/6/4
优雅布,可能有阵雨,,26,2017/6/4
纳克法,晴间多云,,18,2017/6/4
津吉巴尔,多云转阴,,29,2017/6/4
平城市,晴转晴间多云,,10,2017/6/4
布拉柴维尔,多云,22,31,2017/6/4
特里森贝格,多云转阴,,10,2017/6/4
拉马普,阴,26,,2017/6/4
邦莱,风,,23,2017/6/4
孔阿,可能有阵雨,,24,2017/6/4
卢甘维尔,过境阵雨,,24,2017/6/4
庞戈埃,几场强雷雨,,25,2017/6/4
埃博,多云,,22,2017/6/4
努基基,可能有阵雨,,24,2017/6/4
布马,阵雨,,24,2017/6/4
埃利亚,多云,,21,2017/6/4
锡奥塔,几场阵雨,,25,2017/6/4
豪拉哈,过境阵雨,,24,2017/6/4
蒙达,阴,27,,2017/6/4
塔鲁瓦纳,可能有阵雨,,24,2017/6/4
帕帕拉,几场强阵雨,,22,2017/6/4
布阿拉,几场阵雨,,22,2017/6/4
塔罗阿尼亚拉,几场阵雨,,25,2017/6/4
奥基,多云,27,,2017/6/4
隆加,几场阵雨,,27,2017/6/4
基亚,过境阵雨,,25,2017/6/4
雷雷,多云转阴,,24,2017/6/4
萨卡奥,阵雨,,23,2017/6/4
伊桑埃尔,多云转阴,,20,2017/6/4
奥拉尔,一至两场短时阵雨,,23,2017/6/4
克尔曼,晴,16,31,2017/6/4
巴色,小雨,24,31,2017/6/4
布林迪西,多云转晴,20,22,2017/6/4
伊斯法罕,晴,17,30,2017/6/4
巴里,多云,18,27,2017/6/4
伦敦,小雨,11,18,2017/6/4
拉巴特,多云,12,23,2017/6/4
安曼,晴,21,34,2017/6/4
斯特拉斯堡,多云转阴,11,21,2017/6/4
坎大哈,晴,18,41,2017/6/4
克莱蒙费朗,阴,12,20,2017/6/4
斯塔万格,阴转多云,8,11,2017/6/4
萨格勒布,阴转多云,18,31,2017/6/4
瓦萨,多云转阴,6,15,2017/6/4
